timestep:   0.0027983627034219
yAxisLabel:velocity [m/s] 
title:sprung mass velocity 
matlab vv1, matlab vv2 
 -0.0000000000063147,    0.0000000000000000
 -0.0000000020319827,    0.0000000000000000
 -0.0000000041836402,    0.0000000000000000
 -0.0000000177300331,    0.0000000000000000
 -0.0000000612227082,    0.0000000000000000
 -0.0000001537497538,    0.0000000000000000
 -0.0000003222364639,    0.0000000000000000
 -0.0000005917681836,    0.0000000000000000
 -0.0000009810751477,    0.0000000000000000
 -0.0000014956300941,    0.0000000000000000
 -0.0000021378618181,    0.0000000000000000
 -0.0000028892378914,    0.0000000000000000
 -0.0000037290482936,    0.0000000000000000
 -0.0000046442238746,    0.0000000000000000
 -0.0000056210870377,    0.0000000000000000
 -0.0000066643810838,    0.0000000000000000
 -0.0000077958843786,    0.0000000000000000
 -0.0000090565017475,    0.0000000000000000
 -0.0000104858349415,    0.0000000000000000
 -0.0000121420526753,    0.0000000000000000
 -0.0000140643728319,    0.0000000000000000
 -0.0000162759162528,    0.0000000000000000
 -0.0000187780500373,    0.0000000000000000
 -0.0000215523028602,    0.0000000000000000
 -0.0000245484627784,    0.0000000000000000
 -0.0000277141398559,    0.0000000000000000
 -0.0000309993286503,    0.0000000000000000
 -0.0000343599418027,    0.0000000000000000
 -0.0000377830897073,    0.0000000000000000
 -0.0000412886439884,    0.0000000000000000
 -0.0000449135204378,    0.0000000000000000
 -0.0000487257198286,    0.0000000000000000
 -0.0000528104324713,    0.0000000000000000
 -0.0000572180327423,    0.0000000000000000
 -0.0000620016681085,    0.0000000000000000
 -0.0000671722134186,    0.0000000000000000
 -0.0000726979451419,    0.0000000000000000
 -0.0000785062991448,    0.0000000000000000
 -0.0000845242364376,    0.0000000000000000
 -0.0000906473404450,    0.0000000000000000
 -0.0000967942900277,    0.0000000000000000
 -0.0001029215697588,    0.0000000000000000
 -0.0001090167739650,    0.0000000000000000
 -0.0001151114990730,    0.0000000000000000
 -0.0001212859222944,    0.0000000000000000
 -0.0001276332313642,    0.0000000000000000
 -0.0001342399715367,    0.0000000000000000
 -0.0001411913594128,    0.0000000000000000
 -0.0001485138162902,    0.0000000000000000
 -0.0001561868331789,    0.0000000000000000
