timestep:   0.0070383061934551
yAxisLabel:vertical DOF [m] 
title:sprung mass vertical DOF 
matlab uv1, matlab uv2 
  0.0000000000000000,   0.0000000000000000
 -0.0000000000001657,   0.0000000000000000
 -0.0000000002907483,   0.0000000000000000
 -0.0000000006549133,   0.0000000000000000
 -0.0000000011124724,   0.0000000000000000
 -0.0000000027208482,   0.0000000000000000
 -0.0000000075750739,   0.0000000000000000
 -0.0000000223251465,   0.0000000000000000
 -0.0000000511724068,   0.0000000000000000
 -0.0000000973938470,   0.0000000000000000
 -0.0000001697021054,   0.0000000000000000
 -0.0000002822454659,   0.0000000000000000
 -0.0000004546078586,   0.0000000000000000
 -0.0000007118088593,   0.0000000000000000
 -0.0000010843036899,   0.0000000000000000
 -0.0000016068797269,   0.0000000000000000
 -0.0000023168646143,   0.0000000000000000
 -0.0000032577136229,   0.0000000000000000
 -0.0000044778531840,   0.0000000000000000
 -0.0000060306099228,   0.0000000000000000
 -0.0000079742106595,   0.0000000000000000
 -0.0000103717824081,   0.0000000000000000
 -0.0000132913523776,   0.0000000000000000
 -0.0000168032344749,   0.0000000000000000
 -0.0000209640877742,   0.0000000000000000
 -0.0000258459515023,   0.0000000000000000
 -0.0000315170061120,   0.0000000000000000
 -0.0000380363680600,   0.0000000000000000
 -0.0000454540898070,   0.0000000000000000
 -0.0000538111598174,   0.0000000000000000
 -0.0000631390821101,   0.0000000000000000
 -0.0000734460459667,   0.0000000000000000
 -0.0000847536188897,   0.0000000000000000
 -0.0000970767054187,   0.0000000000000000
 -0.0001104078377297,   0.0000000000000000
 -0.0001247171756350,   0.0000000000000000
 -0.0001399525065833,   0.0000000000000000
 -0.0001560392456596,   0.0000000000000000
 -0.0001728804355853,   0.0000000000000000
 -0.0001903726421520,   0.0000000138918147
 -0.0002084159388773,   0.0000000531888920
 -0.0002268842070075,   0.0000000911745897
 -0.0002456418172093,   0.0000000869178903
 -0.0002645438737795,  -0.0000000144413182
 -0.0002834362146454,  -0.0000002816922420
 -0.0003021554113646,  -0.0000007975531813
 -0.0003205289205364,  -0.0000016585924390
 -0.0003384143428738,  -0.0000029468978494
 -0.0003556698254127,  -0.0000047261953772
 -0.0003721521528969,  -0.0000070647420717
 -0.0003877483376336,  -0.0000100248705772
 -0.0004023756194939,  -0.0000136629891324
 -0.0004159814659123,  -0.0000180295815708
 -0.0004285440925724,  -0.0000231695715701
 -0.0004400710489567,  -0.0000291272328216
 -0.0004505877810060,  -0.0000359421397822
 -0.0004601607386747,  -0.0000436515191780
 -0.0004689015921287,  -0.0000522915575680
 -0.0004769672317449,  -0.0000618974013438
 -0.0004845586676131,  -0.0000725031681855
 -0.0004918950668162,  -0.0000841432187810
 -0.0004992271400997,  -0.0000968540819919
 -0.0005068352119856,  -0.0001106732395572
