timestep:   0.0049183344484385
yAxisLabel:velocity [m/s] 
title:sprung mass velocity 
matlab vv1, matlab vv2 
 -0.0000000000132384,    0.0000000000000000
 -0.0000000229141867,    0.0000000000000000
 -0.0000000294485572,    0.0000000000000000
 -0.0000000373712355,    0.0000000000000000
 -0.0000001268043241,    0.0000000000000000
 -0.0000003778699250,    0.0000000000000000
 -0.0000009231754355,    0.0000000000000000
 -0.0000017976628428,    0.0000000000000000
 -0.0000031542843970,    0.0000000000000000
 -0.0000052703695336,    0.0000000000000000
 -0.0000084232476883,    0.0000000000000000
 -0.0000128790561142,    0.0000000000000000
 -0.0000187901725002,    0.0000000000000000
 -0.0000264454798821,    0.0000000000000000
 -0.0000360773195854,    0.0000000000000000
 -0.0000478889187360,    0.0000000000000000
 -0.0000620562513015,    0.0000000000000000
 -0.0000786451472609,    0.0000000000000000
 -0.0000978457624620,    0.0000000000000000
 -0.0001195440131937,    0.0000000000000000
 -0.0001435829532850,    0.0000000000000000
 -0.0001697757620121,    0.0000000000000000
 -0.0001979936874437,    0.0000000000000000
 -0.0002280361004832,    0.0000000000000000
 -0.0002594207225044,    0.0000000000000000
 -0.0002916557246862,    0.0000000000000000
 -0.0003243335630355,    0.0000000000000000
 -0.0003571839274911,    0.0000000000000000
 -0.0003897586860059,    0.0000000000000000
 -0.0004216313717572,    0.0000000000000000
 -0.0004523772502727,    0.0000000000000000
 -0.0004817853138221,    0.0000000000000000
 -0.0005096366772494,    0.0000000000000000
 -0.0005358071079869,    0.0000000000000000
 -0.0005603222775123,    0.0000000000000000
 -0.0005833250203923,    0.0000000000000000
 -0.0006047579606481,    0.0000000000000000
 -0.0006248171433234,    0.0000000000000000
 -0.0006439958389487,    0.0000000000000000
 -0.0006627873908842,    0.0000000000000000
 -0.0006816060385348,    0.0000000000000000
 -0.0007006461238965,    0.0000000000000000
 -0.0007203323948180,    0.0000000000000000
 -0.0007411514118881,    0.0000000000000000
 -0.0007635896247888,    0.0000000000000000
 -0.0007879366637794,    0.0000000000000000
 -0.0008141489723715,    0.0000000000000000
 -0.0008424723726790,    0.0000000000000000
 -0.0008727368766933,    0.0000000000000000
 -0.0009047538305424,    0.0000000000000000
 -0.0009380818130628,    0.0000000000000000
 -0.0009726478690488,    0.0000000000000000
 -0.0010079192697147,    0.0000000000000000
 -0.0010430176751020,    0.0000000000000000
 -0.0010770647452516,    0.0000000000000000
 -0.0011092720856169,   -0.0000000097098048
 -0.0011392015455586,    0.0000001411092026
 -0.0011661946149399,    0.0000000957986765
 -0.0011894977168445,   -0.0000008438513784
 -0.0012083574156180,   -0.0000033773952472
 -0.0012220203936764,   -0.0000082044366109
 -0.0012306924576848,   -0.0000163666762554
 -0.0012343786924006,   -0.0000281631306600
 -0.0012331822657192,   -0.0000432695905212
 -0.0012281839343244,   -0.0000617098175440
 -0.0012204644549001,   -0.0000835075734331
 -0.0012112629120761,   -0.0001087298903162
 -0.0012014447438931,   -0.0001374127102897
 -0.0011923820828775,   -0.0001696934723172
 -0.0011860917261900,   -0.0002058379015433
 -0.0011845846399925,   -0.0002461109048429
 -0.0011890981271030,   -0.0002906921089389
 -0.0012006895981784,   -0.0003398349409025
 -0.0012206262846496,   -0.0003937691027553
 -0.0012499414619741,   -0.0004526695487680
 -0.0012895751473256,   -0.0005166869546397
 -0.0013392906706386,   -0.0005857511977056
 -0.0013995468693270,   -0.0006600411396267
 -0.0014695654544214,   -0.0007392249821474
 -0.0015481780872181,   -0.0008228463976342
 -0.0016339192849905,   -0.0009103291556156
 -0.0017253447155061,   -0.0010011556377504
 -0.0018220180637684,   -0.0010951657563787
 -0.0019212095026780,   -0.0011911708829490
 -0.0020200260187559,   -0.0012879125103030
 -0.0021155745985231,   -0.0013841321312826
 -0.0022060270782436,   -0.0014789446341072
 -0.0022903513404356,   -0.0015716632751661
 -0.0023660793379005,   -0.0016610040667362
 -0.0024314531894471,   -0.0017459318545535
 -0.0024852558320788,   -0.0018256016784112
 -0.0025264478296760,   -0.0018992030843142
 -0.0025547583101766,   -0.0019662401929174
 -0.0025702482050969,   -0.0020263625163284
 -0.0025730736432266,   -0.0020792506528303
 -0.0025639342303015,   -0.0021248524097368
 -0.0025445628515052,   -0.0021636182807825
 -0.0025168757893543,   -0.0021961125150113
 -0.0024821821720347,   -0.0022226450847106
 -0.0024419517118669,   -0.0022436511648783
 -0.0023990063255133,   -0.0022603305301310
 -0.0023562031743446,   -0.0022739032290792
 -0.0023158546623586,   -0.0022853662394525
 -0.0022788788455946,   -0.0022951461592615
 -0.0022472054223393,   -0.0023041852351844
 -0.0022222521546773,   -0.0023132707013728
 -0.0022054083814889,   -0.0023231787609835
 -0.0021972766130763,   -0.0023342987397323
 -0.0021974791872347,   -0.0023465981417588
 -0.0022062420813153,   -0.0023603440094098
 -0.0022221600686078,   -0.0023749599010228
 -0.0022437575064206,   -0.0023898314162567
