timestep:   0.0049183344484385
yAxisLabel:vertical DOF [m] 
title:sprung mass vertical DOF 
matlab uv1, matlab uv2 
  0.0000000000000000,   0.0000000000000000
 -0.0000000000000651,   0.0000000000000000
 -0.0000000001127647,   0.0000000000000000
 -0.0000000002576026,   0.0000000000000000
 -0.0000000004414068,   0.0000000000000000
 -0.0000000010650729,   0.0000000000000000
 -0.0000000029235636,   0.0000000000000000
 -0.0000000074640491,   0.0000000000000000
 -0.0000000163055562,   0.0000000000000000
 -0.0000000318193818,   0.0000000000000000
 -0.0000000577408219,   0.0000000000000000
 -0.0000000991691711,   0.0000000000000000
 -0.0000001625126765,   0.0000000000000000
 -0.0000002549290292,   0.0000000000000000
 -0.0000003849967439,   0.0000000000000000
 -0.0000005624370676,   0.0000000000000000
 -0.0000007979707863,   0.0000000000000000
 -0.0000011031841848,   0.0000000000000000
 -0.0000014899873218,   0.0000000000000000
 -0.0000019712255060,   0.0000000000000000
 -0.0000025591829442,   0.0000000000000000
 -0.0000032653719295,   0.0000000000000000
 -0.0000041003859083,   0.0000000000000000
 -0.0000050741850819,   0.0000000000000000
 -0.0000061957428904,   0.0000000000000000
 -0.0000074716607665,   0.0000000000000000
 -0.0000089061211643,   0.0000000000000000
 -0.0000105013021002,   0.0000000000000000
 -0.0000122580521152,   0.0000000000000000
 -0.0000141750156871,   0.0000000000000000
 -0.0000162487397874,   0.0000000000000000
 -0.0000184736824011,   0.0000000000000000
 -0.0000208432637068,   0.0000000000000000
 -0.0000233498273327,   0.0000000000000000
 -0.0000259851058896,   0.0000000000000000
 -0.0000287409582494,   0.0000000000000000
 -0.0000316099457918,   0.0000000000000000
 -0.0000345843477026,   0.0000000000000000
 -0.0000376574073826,   0.0000000000000000
 -0.0000408247943019,   0.0000000000000000
 -0.0000440846043585,   0.0000000000000000
 -0.0000474369708181,   0.0000000000000000
 -0.0000508829827854,   0.0000000000000000
 -0.0000544258184172,   0.0000000000000000
 -0.0000580710489378,   0.0000000000000000
 -0.0000618266380939,   0.0000000000000000
 -0.0000657019741305,   0.0000000000000000
 -0.0000697062310675,   0.0000000000000000
 -0.0000738497919599,   0.0000000000000000
 -0.0000781422038050,   0.0000000000000000
 -0.0000825920857371,   0.0000000000000000
 -0.0000872058858337,   0.0000000000000000
 -0.0000919896933543,   0.0000000000000000
 -0.0000969469774197,   0.0000000000000000
 -0.0001020768871815,   0.0000000000000000
 -0.0001073742518213,   0.0000000000000000
 -0.0001128300229327,  -0.0000000000477561
 -0.0001184329971379,   0.0000000006462662
 -0.0001241687322862,   0.0000000011174361
 -0.0001300190798832,  -0.0000000030329072
 -0.0001359621857865,  -0.0000000196440666
 -0.0001419724907854,  -0.0000000599962298
 -0.0001480254478955,  -0.0000001404930174
 -0.0001540965351407,  -0.0000002790087131
 -0.0001601617379594,  -0.0000004918230308
 -0.0001662023573126,  -0.0000007953325522
